month_date_yyyymm,postal_code,zip_name,nielsen_hh_rank,hotness_rank,hotness_rank_mm,hotness_rank_yy,hotness_score,supply_score,demand_score,median_days_on_market,median_days_on_market_mm,median_dom_mm_day,median_days_on_market_yy,median_dom_yy_day,median_dom_vs_us,ldp_unique_viewers_per_property_mm,ldp_unique_viewers_per_property_yy,ldp_unique_viewers_per_property_vs_us,median_listing_price,median_listing_price_mm,median_listing_price_yy,median_listing_price_vs_us,quality_flag,id,zip_code
201804,92104,"san diego, ca",356,432,,,90.834009,96.49730845807831,85.17071012462208,15,,,,,-44.5,,,2.1545,649000,,,2.178,0,4,92104
201805,92104,"san diego, ca",356,460,,,90.259645,95.67871722261042,84.84057224817036,16.5,,,,,-40.5,,,2.0802,634500,,,2.1157,0,4,92104
201806,92104,"san diego, ca",356,673,,,86.724308,94.38181751851447,79.06679800080259,21,,,,,-36,,,1.7683,619900,,,2.0663,0,4,92104
201807,92104,"san diego, ca",356,804,,,84.992685,95.83760058522311,74.14776883686905,21,,,,,-38.5,,,1.5946,649000,,,2.1641,0,4,92104
201808,92104,"san diego, ca",356,1197,-393,-914,80.926575,91.79256988540982,70.06057951974309,29,0.38095238095238093,8,0.09433962264150941,2.5,-33,-0.0976036649898433,-0.28791170558990264,1.4702,650000,0.0015408320493066618,0.08351391898649774,2.1721,0,4,92104
201809,92104,"san diego, ca",356,930,267,-673,82.719933,93.10470233116341,72.33516383605483,30,0.034482758620689724,1,0.15384615384615374,4,-35,-0.031764134582032755,-0.2762511615558211,1.5245,719000,0.10615384615384604,0.19853308884814136,2.4047,0,4,92104
201810,92104,"san diego, ca",356,923,7,-547,82.597905,94.26256432716522,70.93324573889558,29.5,-0.01666666666666672,-0.5,0.25531914893617014,6,-39,-0.029061895551257266,-0.20026359609827282,1.5007,697000,-0.030598052851182223,0.16186031005167534,2.3311,1,4,92104
201811,92104,"san diego, ca",356,1005,-82,-752,81.839821,92.47811916358442,71.20152341890358,36.5,0.23728813559322037,7,0.21666666666666656,6.5,-35,-0.023156152246246342,-0.34902915879074425,1.5117,725000,0.04017216642754673,0.11538461538461542,2.4308,1,4,92104
202007,92111,"san diego, ca",1105,210,83,268,91.40552,94.0611810406006,88.74985993351511,20,0.29032258064516125,4.5,-0.2592592592592593,-7,-37.5,0.31958709873056423,1.8973472896210888,2.4692,614444,-0.09640588235294123,-0.0004977633184221064,1.7606,0,11,92111
202008,92111,"san diego, ca",1105,792,-582,-319,83.192933,95.67615923661846,70.70970627702401,14,-0.30000000000000004,-6,-0.3913043478260869,-9,-39,-0.315682490574808,1.0352343858158677,1.5711,600000,-0.023507431108449217,0.028693192255409894,1.7143,0,11,92111
202009,92111,"san diego, ca",1105,1787,-995,-1222,75.162264,92.95849056603774,57.36603773584905,18,0.2857142857142858,4,-0.4098360655737705,-12.5,-33,-0.23874355094835986,0.5734112720174389,1.2293,619450,0.03241666666666676,0.14503191903721357,1.7699,0,11,92111
202010,92111,"san diego, ca",1105,2221,-434,-1849,71.076014,87.59835849553858,54.55366891306803,24,0.33333333333333326,6,-0.1724137931034483,-5,-27,-0.0873255854293149,0.3556860005725737,1.17,699000,0.1284203729114537,0.31397152121810246,1.9971,1,11,92111
202011,92111,"san diego, ca",1105,1599,622,-1408,75.904373,93.6541250095398,58.154621079142174,21.5,-0.10416666666666663,-2.5,-0.30645161290322576,-9.5,-35,0.019546907806833325,0.2067727945131792,1.2507,709000,0.014306151645207432,0.28909090909090907,2.0301,0,11,92111
202012,92111,"san diego, ca",1105,1207,392,-1063,79.525837,94.84789197069091,64.20378256032532,23.5,0.09302325581395343,2,-0.1607142857142857,-4.5,-40.5,0.1609860809929491,0.373567428155116,1.3562,639450,-0.09809590973201687,-0.008604651162790744,1.8752,0,11,92111
202101,92111,"san diego, ca",1105,1025,182,-703,81.001456,92.98138073710827,69.0215309171711,25,0.06382978723404253,1.5,0.020408163265306145,0.5,-46,0.6839311710506089,0.765206017004578,1.4861,675000,0.05559465165376487,0,1.9859,0,11,92111
202102,92111,"san diego, ca",1105,1132,-107,-388,80.826921,93.1252685441975,68.52857310261318,17,-0.31999999999999995,-8,-0.26086956521739135,-6,-46.5,0.1578021816359001,1.2400774826059457,1.4538,732650,0.08540740740740738,0.04814020028612309,2.1068,0,11,92111
202103,92111,"san diego, ca",1105,1295,-163,-965,78.41481,85.6228785455113,71.2067418360579,21.5,0.2647058823529411,4.5,0.22857142857142865,4,-26.5,0.1397607951035993,1.2427284051709124,1.5531,714000,-0.025455538115061738,0.05154639175257736,2.002,1,11,92111
202104,92111,"san diego, ca",1105,2950,-1655,-2205,65.903516,72.39419070980804,59.41284117898999,28.5,0.3255813953488371,7,-0.050000000000000044,-1.5,-11.5,-0.19285953577410875,0.9904968524870172,1.2563,691000,-0.03221288515406162,0.009495982468955333,1.8568,0,11,92111
202105,92111,"san diego, ca",1105,2376,574,-1961,67.727342,87.26422327863824,48.190461585646375,15,-0.4736842105263158,-13.5,-0.16666666666666663,-3,-22,-0.21952023288066236,0.2922767316261783,1.0506,598800,-0.13342981186685965,0.006386554621848672,1.5762,0,11,92111
202106,92111,"san diego, ca",1105,2897,-521,-2604,64.564304,83.47400470189233,45.654603615061475,18.5,0.2333333333333334,3.5,0.19354838709677424,3,-17,-0.16062724816896112,-0.12740072279424264,1.0134,642500,0.07297929191716768,-0.05514705882352944,1.6688,0,11,92111
202107,92111,"san diego, ca",1105,2208,689,-1998,67.406507,90.55183946488295,44.26117360899969,15,-0.18918918918918914,-3.5,-0.25,-5,-21.5,-0.09369344857633122,-0.4006894713809175,1.0174,787000,0.22490272373540865,0.2808327528627508,2.0442,0,11,92111
202108,92111,"san diego, ca",1105,2408,-200,-1616,65.873801,91.14400974273101,40.60359263205967,17,0.1333333333333333,2,0.2142857142857142,3,-20.5,-0.13489585233638401,-0.24236042932418922,0.9732,799000,0.015247776365946653,0.3316666666666668,2.1001,1,11,92111
202109,92111,"san diego, ca",1105,2631,-223,-844,64.714709,81.71630451299194,47.71311350858532,27.5,0.6176470588235294,10.5,0.5277777777777777,9.5,-14,0.06333097958764355,0.05827888599788,1.0888,775000,-0.030037546933667114,0.25110985551699083,2.0395,1,11,92111
202110,92111,"san diego, ca",1105,1673,958,548,70.659971,71.6907045231443,69.62923808804652,35,0.2727272727272727,7.5,0.45833333333333326,11,-8,0.3980295747819924,0.6210656915240955,1.5445,775000,0,0.10872675250357644,2.0395,1,11,92111
202111,92111,"san diego, ca",1105,1362,311,237,75.232839,84.73419953240581,65.7314782875321,29.5,-0.15714285714285714,-5.5,0.37209302325581395,8,-17,-0.1335913897280967,0.37757788503729706,1.4167,839000,0.08258064516129027,0.18335684062059232,2.2111,1,11,92111
201901,92111,"san diego, ca",1105,551,63,-471,86.993175,95.25917727356577,78.72717210846707,37,0.05714285714285716,2,1.176470588235294,20,-50,0.44850847960711837,-0.533044681749403,1.7604,599000,0,0.10516605166051662,2.0655,1,11,92111
201902,92111,"san diego, ca",1105,565,-14,-460,86.881151,97.04728779693629,76.71501517057648,21.5,-0.41891891891891897,-15.5,0.43333333333333335,6.5,-61.5,-0.01751454920306883,-0.47011399891326244,1.6954,585000,-0.023372287145242088,-0.024186822351960013,1.9598,1,11,92111
201903,92111,"san diego, ca",1105,676,-111,-426,83.66435,92.29100003677958,75.03769906947663,29,0.34883720930232553,7.5,0.9333333333333333,14,-36,0.08420727455229349,-0.2639821776663882,1.7959,553514.2857142857,-0.05382173382173383,-0.12140589569160998,1.8038,1,11,92111
201904,92111,"san diego, ca",1105,605,71,-276,86.674037,93.65026718260549,79.69780725999631,22,-0.24137931034482762,-7,0.46666666666666656,7,-36.5,0.03408757627058501,-0.11993791174232837,1.8898,546064.2857142857,-0.013459453879110073,-0.10105476053290696,1.7195,1,11,92111
201905,92111,"san diego, ca",1105,573,32,-56,86.910061,92.69082214456502,81.12929924590767,23.5,0.06818181818181812,1.5,0.06818181818181812,1.5,-32,-0.029232560687255882,-0.022250043115287,1.9172,604400,0.10682938952765908,0.009015025041736235,1.8628,0,11,92111
201906,92111,"san diego, ca",1105,782,-209,-557,84.014115,92.26943611497111,75.75879470489285,25,0.06382978723404253,1.5,1.272727272727273,14,-32,-0.2115165515150882,-0.18600835322195708,1.656,629900,0.042190602250165465,0.000019051005893055972,1.9388,1,11,92111
201907,92111,"san diego, ca",1105,478,304,200,87.087158,93.7932043451227,80.3811126147544,27,0.08000000000000007,2,0.3846153846153846,7.5,-32.5,0.16655418340879402,0.265576367867449,1.8338,614750,-0.024051436735989862,-0.02420634920634923,1.9104,1,11,92111
201908,92111,"san diego, ca",1105,473,5,787,85.925939,96.35528665670445,75.49659219302401,23,-0.14814814814814814,-4,0.022222222222222143,0.5,-41,-0.025809756855830757,0.5331391242152423,1.7618,583264.2857142857,-0.0512171033521176,-0.009738054814455555,1.8356,0,11,92111
201909,92111,"san diego, ca",1105,565,-92,487,86.013003,94.05748931662954,77.96851601592462,30.5,0.326086956521739,7.5,0.17307692307692313,4.5,-35.5,-0.015301765604224693,0.5278230819116543,1.7718,540989.2857142857,-0.0724800078376624,-0.057509955201592855,1.718,0,11,92111
201910,92111,"san diego, ca",1105,372,193,116,88.544183,94.09180759938502,82.99655904531811,29,-0.049180327868852514,-1.5,-0.033333333333333326,-1,-37,0.059251339145593995,0.31730734211760914,1.9639,531975,-0.016662595641582456,-0.13132756368386678,1.697,1,11,92111
201911,92111,"san diego, ca",1105,191,181,486,91.58196,94.2717698433085,88.89215074676159,31,0.06896551724137923,2,0.26530612244897966,6.5,-38,0.14535683612122186,0.7871843288549574,2.2737,550000,0.033883171201654294,-0.06700593723494486,1.7748,1,11,92111
201912,92111,"san diego, ca",1105,144,47,470,93.105749,97.56106601430743,88.65043181733941,28,-0.09677419354838712,-3,-0.19999999999999996,-7,-51,0.020005562619199058,0.6912928542605146,2.2745,645000,0.17272727272727262,0.07679465776293815,2.1504,0,11,92111
202001,92111,"san diego, ca",1105,322,-178,229,90.782133,97.59744123772687,83.96682534959832,24.5,-0.125,-3.5,-0.33783783783783783,-12.5,-60.5,0.3103246791188672,0.5299480795280054,2.0291,675000,0.04651162790697683,0.12687813021702832,2.2508,0,11,92111
