month_date_yyyymm,postal_code,zip_name,nielsen_hh_rank,hotness_rank,hotness_rank_mm,hotness_rank_yy,hotness_score,supply_score,demand_score,median_days_on_market,median_days_on_market_mm,median_dom_mm_day,median_days_on_market_yy,median_dom_yy_day,median_dom_vs_us,ldp_unique_viewers_per_property_mm,ldp_unique_viewers_per_property_yy,ldp_unique_viewers_per_property_vs_us,median_listing_price,median_listing_price_mm,median_listing_price_yy,median_listing_price_vs_us,quality_flag,id,zip_code
202111,94116,"san francisco, ca",1506,3443,894,-1568,61.779924,75.14468590701775,48.41516231650761,36,0.02857142857142847,1,0.014084507042253502,0.5,-10.5,0.05604659578716187,-0.10135451978780985,1.0659,1445000,0.04106628242074928,-0.0034482758620689724,3.8081,0,13,94116
201812,94116,"san francisco, ca",1506,52,41,-45,95.158273,91.26655173678611,99.04999449803763,46,0.5081967213114753,15.5,0.7692307692307692,20,-35,1.5116827989226125,-0.2556237218813906,6.0944,1395000,0.0003764857742161176,0.07390300230946889,4.7774,1,13,94116
201901,94116,"san francisco, ca",1506,158,-106,-125,92.796532,90.37078029883784,95.22228371149234,49.5,0.07608695652173902,3.5,2.5357142857142856,35.5,-37.5,-0.2870526908988448,-0.27353966381201467,3.1999,1379500,-0.011111111111111072,0.06156213928434018,4.7569,1,13,94116
201902,94116,"san francisco, ca",1506,14,144,34,97.495005,98.25723377488345,96.73277584548214,14.5,-0.7070707070707071,-35,-0.19444444444444442,-3.5,-68.5,0.18293999745931377,-0.2384589033004938,3.7105,1419475,0.028977890540050844,-0.08568438003220613,4.7554,0,13,94116
201903,94116,"san francisco, ca",1506,72,-58,-60,93.085439,96.27422854830998,89.89664938026408,20,0.3793103448275863,5.5,1.2222222222222223,11,-45,-0.17030981582887594,-0.36403243626357606,3.0077,1439085.7142857143,0.013815470005258401,0.06598941798941804,4.6896,1,13,94116
201904,94116,"san francisco, ca",1506,96,-24,-13,94.320988,95.43394140409066,93.20803390455131,18.5,-0.07499999999999996,-1.5,0.37037037037037046,5,-40,0.006641916184193297,-0.02843221447614208,3.0811,1486035.7142857143,0.03262488087674709,0.00919233567790445,4.6792,1,13,94116
201905,94116,"san francisco, ca",1506,346,-250,-270,89.58433,93.32720250137943,85.84145668567224,22.5,0.21621621621621623,4,0.8,10,-33,-0.32173964354911555,-0.23390421446912757,2.1839,1641500,0.10461678963685728,0.14879542693339154,5.0593,1,13,94116
201906,94116,"san francisco, ca",1506,102,244,-65,93.946098,96.49308856871205,91.39910773056388,17,-0.24444444444444446,-5.5,0.1333333333333333,2,-40,0.07120014057283419,-0.2086813735989148,2.5627,1389000,-0.1538227231190984,-0.025263157894736876,4.2752,0,13,94116
201907,94116,"san francisco, ca",1506,219,-117,-175,91.16894,91.48165758384843,90.85622325445301,30,0.7647058823529411,13,0.30434782608695654,7,-29.5,0.018293913464643374,-0.27676728586171306,2.4773,1519500,0.09395248380129595,-0.0019704433497537144,4.722,1,13,94116
201908,94116,"san francisco, ca",1506,92,127,-89,92.315122,96.76713926449685,87.86310456682583,22,-0.2666666666666667,-8,0.5714285714285714,8,-42,0.023418673226406783,-0.27820732835823436,2.5002,1451428.5714285714,-0.044798570958492046,0.018546723299602164,4.5677,1,13,94116
201909,94116,"san francisco, ca",1506,175,-83,-168,91.323642,97.91445998758172,84.7328244274809,18,-0.18181818181818177,-4,0.125,2,-48,-0.1875641091225806,-0.2571383295343399,2.0746,1397500,-0.03715551181102361,0.0791505791505791,4.4379,0,13,94116
201910,94116,"san francisco, ca",1506,783,-608,-755,83.335164,92.80694047880519,73.8633867779486,31.5,0.75,13.5,0.6578947368421053,12.5,-34.5,-0.25289396220884386,-0.2971319123363525,1.6219,1376000,-0.01538461538461533,0.06254826254826251,4.3895,1,13,94116
201911,94116,"san francisco, ca",1506,773,10,-680,84.031779,79.00994458918939,89.05361271146013,50,0.5873015873015872,18.5,0.639344262295082,19.5,-19,0.39361164155330086,0.13313735445899533,2.2847,1354000,-0.015988372093023284,-0.029025260402660513,4.3692,1,13,94116
201708,94116,"san francisco, ca",1506,1,,,98.733946,98.17410077207363,99.29379047897837,15,,,,,-51.5,,,6.4611,1289444,,,4.6217,0,13,94116
201709,94116,"san francisco, ca",1506,19,,,97.914008,98.19481419350133,97.63320083147953,15,,,,,-56,,,4.0134,1249000,,,4.4843,0,13,94116
201805,94116,"san francisco, ca",1506,76,,,96.237726,97.41090802103636,95.06454341510059,12.5,,,,,-44.5,,,3.2185,1428888,,,4.7645,0,13,94116
201806,94116,"san francisco, ca",1506,37,,,96.842508,97.07051913465398,96.61449782933859,15,,,,,-42,,,3.5257,1425000,,,4.75,0,13,94116
201808,94116,"san francisco, ca",1506,3,41,-2,98.250128,98.31399167943945,98.18626377636669,14,-0.3913043478260869,-9,-0.06666666666666665,-1,-48,0.025460487225193118,-0.2341893615841144,4.073,1424999.5,-0.06403973727422008,0.10512709353798999,4.7619,0,13,94116
201809,94116,"san francisco, ca",1506,7,-4,12,97.630651,98.1925300941921,97.06877113866967,16,0.1428571428571428,2,0.06666666666666665,1,-49,-0.2106063678766985,0.028175214615892452,3.4433,1295000,-0.09122775130798289,0.03682946357085659,4.3311,0,13,94116
